Frequency(Hz)	Channel 1(V)	
3227.54	0.000726485	
3232.42	0.000724739	
3237.3	0.000723848	
3242.19	0.000722791	
3247.07	0.000721424	
3251.95	0.000720423	
3256.84	0.000719459	
3261.72	0.000718424	
3266.6	0.000718322	
3271.48	0.000716211	
3276.37	0.000715383	
3281.25	0.000714244	
3286.13	0.000713026	
3291.02	0.000712134	
3295.9	0.00071094	
3300.78	0.000710134	
3305.66	0.000708974	
3310.55	0.000708038	
3315.43	0.000708409	
3320.31	0.000706051	
3325.2	0.000704814	
3330.08	0.000703913	
3334.96	0.000702287	
3339.84	0.000702033	
3344.73	0.000700995	
3349.61	0.000700129	
3354.49	0.000698568	
3359.38	0.000697972	
3364.26	0.000697065	
3369.14	0.000695927	
3374.02	0.000695919	
3378.91	0.000693931	
3383.79	0.000692509	
3388.67	0.000692009	
3393.55	0.0006916	
3398.44	0.000690137	
3403.32	0.000688456	
3408.2	0.000688206	
3413.09	0.000686951	
3417.97	0.00068623	
3422.85	0.000685917	
3427.73	0.00068437	
3432.62	0.000683999	
3437.5	0.000682496	
3442.38	0.00068172	
3447.27	0.000680644	
3452.15	0.000679792	
3457.03	0.00067881	
3461.91	0.000677385	
3466.8	0.000676854	
3471.68	0.000675934	
3476.56	0.00067497	
3481.45	0.000674698	
3486.33	0.000673251	
3491.21	0.000671806	
3496.09	0.000671313	
3500.98	0.000670677	
3505.86	0.000669479	
3510.74	0.000668822	
3515.63	0.00066777	
3520.51	0.00066641	
3525.39	0.000665922	
3530.27	0.000665435	
3535.16	0.000663875	
3540.04	0.000662971	
3544.92	0.000662251	
3549.8	0.000661591	
3554.69	0.000660415	
3559.57	0.000659765	
3564.45	0.000658802	
3569.34	0.000657205	
3574.22	0.000656994	
3579.1	0.000655848	
3583.98	0.000655217	
3588.87	0.00065497	
3593.75	0.000653609	
3598.63	0.000651397	
3603.52	0.000651829	
3608.4	0.000651229	
3613.28	0.000649938	
3618.16	0.00064933	
3623.05	0.000648452	
3627.93	0.000646618	
3632.81	0.000646694	
3637.7	0.000645998	
3642.58	0.000644959	
3647.46	0.000644907	
3652.34	0.000643179	
3657.23	0.000642968	
3662.11	0.00064159	
3666.99	0.00064094	
3671.88	0.00063993	
3676.76	0.00063846	
3681.64	0.000638394	
3686.52	0.000638163	
3691.41	0.000636697	
3696.29	0.000635442	
3701.17	0.000635092	
3706.05	0.000633931	
3710.94	0.000633546	
3715.82	0.000632352	
3720.7	0.000631848	
3725.59	0.000629949	
3730.47	0.000630287	
3735.35	0.000629649	
3740.23	0.000628644	
3745.12	0.000627418	
3750	0.000626922	
3754.88	0.000626683	
3759.77	0.000625227	
3764.65	0.00062475	
3769.53	0.000623928	
3774.41	0.000622734	
3779.3	0.000622213	
3784.18	0.000621785	
3789.06	0.000620649	
3793.95	0.000620519	
3798.83	0.000619133	
3803.71	0.00061822	
3808.59	0.000617601	
3813.48	0.000616875	
3818.36	0.000616247	
3823.24	0.000615596	
3828.13	0.0006146	
3833.01	0.000613078	
3837.89	0.000613157	
3842.77	0.000612542	
3847.66	0.000611585	
3852.54	0.000610317	
3857.42	0.000610173	
3862.3	0.000609861	
3867.19	0.000608467	
3872.07	0.000607849	
3876.95	0.000607033	
3881.84	0.000607091	
3886.72	0.000605528	
3891.6	0.000605265	
3896.48	0.000603943	
3901.37	0.000603509	
3906.25	0.000602812	
3911.13	0.000602027	
3916.02	0.000601179	
3920.9	0.00059985	
3925.78	0.000599639	
3930.66	0.000599451	
3935.55	0.00059834	
3940.43	0.000596736	
3945.31	0.000596816	
3950.2	0.00059637	
3955.08	0.000595317	
3959.96	0.00059398	
3964.84	0.000594073	
3969.73	0.000593409	
3974.61	0.000592655	
3979.49	0.00059169	
3984.38	0.000591212	
3989.26	0.000590604	
3994.14	0.00058995	
3999.02	0.000589538	
4003.91	0.000588596	
4008.79	0.000587159	
4013.67	0.000587145	
4018.55	0.000586065	
4023.44	0.000585727	
4028.32	0.000585209	
4033.2	0.000584286	
4038.09	0.000584102	
4042.97	0.000583071	
4047.85	0.000581924	
4052.73	0.000581453	
4057.62	0.000582339	
4062.5	0.000580206	
4067.38	0.000579033	
4072.27	0.000578935	
4077.15	0.000578528	
4082.03	0.000577583	
4086.91	0.00057746	
4091.8	0.000576211	
4096.68	0.000576044	
4101.56	0.000574956	
4106.45	0.000574922	
4111.33	0.000573502	
4116.21	0.000573396	
4121.09	0.000572125	
4125.98	0.000571488	
4130.86	0.00057112	
4135.74	0.000570637	
4140.63	0.000569681	
4145.51	0.00056849	
4150.39	0.000568447	
4155.27	0.000567981	
4160.16	0.000566913	
4165.04	0.000566056	
4169.92	0.000565766	
4174.8	0.00056488	
4179.69	0.000564539	
4184.57	0.000564013	
4189.45	0.000563388	
4194.34	0.0005629	
4199.22	0.000562061	
4204.1	0.000561111	
4208.98	0.000560736	
4213.87	0.000560544	
4218.75	0.000559747	
4223.63	0.000558575	
4228.52	0.000558128	
4233.4	0.000557854	
4238.28	0.000557129	
4243.16	0.000555934	
4248.05	0.000555662	
4252.93	0.000554563	
4257.81	0.000554621	
4262.7	0.000553718	
4267.58	0.00055339	
4272.46	0.000552512	
4277.34	0.000552161	
4282.23	0.000551578	
4287.11	0.000550974	
4291.99	0.000550097	
4296.88	0.000549824	
4301.76	0.000548583	
4306.64	0.000548608	
4311.52	0.000547662	
4316.41	0.000547309	
4321.29	0.000546975	
4326.17	0.000546106	
4331.05	0.000545233	
4335.94	0.000544885	
4340.82	0.000544931	
4345.7	0.000543882	
4350.59	0.00054336	
4355.47	0.000542523	
4360.35	0.000541584	
4365.23	0.000541473	
4370.12	0.000540608	
4375	0.000540387	
4379.88	0.000540154	
4384.77	0.00053913	
4389.65	0.000538897	
4394.53	0.000537976	
4399.41	0.000537302	
4404.3	0.000536939	
4409.18	0.000535828	
4414.06	0.000535817	
4418.95	0.000535122	
4423.83	0.000534529	
4428.71	0.000533699	
4433.59	0.000533485	
4438.48	0.000532582	
4443.36	0.000532212	
4448.24	0.000531968	
4453.13	0.000531095	
4458.01	0.000531395	
4462.89	0.000530138	
4467.77	0.000528885	
4472.66	0.000528846	
4477.54	0.000527672	
4482.42	0.000527842	
4487.3	0.00052784	
4492.19	0.000526755	
4497.07	0.000526454	
4501.95	0.000525644	
4506.84	0.00052443	
4511.72	0.000524582	
4516.6	0.000523575	
4521.48	0.000523556	
4526.37	0.000523718	
4531.25	0.000522366	
4536.13	0.00052217	
4541.02	0.000521163	
4545.9	0.000520523	
4550.78	0.000520319	
4555.66	0.00051948	
4560.55	0.000518928	
4565.43	0.000518354	
4570.31	0.000518168	
4575.2	0.000517762	
4580.08	0.000517071	
4584.96	0.000516405	
4589.84	0.000516055	
4594.73	0.000516181	
4599.61	0.000514904	
4604.49	0.000514148	
4609.38	0.000514004	
4614.26	0.000513321	
4619.14	0.000512886	
4624.02	0.000512852	
4628.91	0.000511726	
4633.79	0.000511772	
4638.67	0.000510786	
4643.55	0.000510486	
4648.44	0.000509613	
4653.32	0.000509182	
4658.2	0.000508758	
4663.09	0.000508085	
4667.97	0.000507742	
4672.85	0.000507133	
4677.73	0.000506638	
4682.62	0.000506206	
4687.5	0.000505641	
4692.38	0.000505637	
4697.27	0.000504754	
4702.15	0.000504281	
4707.03	0.000503803	
4711.91	0.000503047	
4716.8	0.000502756	
4721.68	0.000502246	
4726.56	0.000501711	
4731.45	0.000501362	
4736.33	0.00050079	
4741.21	0.000500116	
4746.09	0.000499808	
4750.98	0.000499316	
4755.86	0.000498716	
4760.74	0.000498602	
4765.63	0.000497815	
4770.51	0.000496745	
4775.39	0.000496781	
4780.27	0.000496394	
4785.16	0.000495949	
4790.04	0.000495758	
4794.92	0.000494949	
4799.8	0.000494816	
4804.69	0.000493904	
4809.57	0.00049326	
4814.45	0.000493038	
4819.34	0.000492827	
4824.22	0.000492134	
4829.1	0.000492012	
4833.98	0.00049122	
4838.87	0.000490232	
4843.75	0.000490116	
4848.63	0.00049029	
4853.52	0.000489201	
4858.4	0.000488923	
4863.28	0.000488252	
4868.16	0.00048846	
4873.05	0.000487264	
4877.93	0.000485683	
4882.81	0.000486359	
4887.7	0.000486214	
4892.58	0.000485408	
4897.46	0.000484484	
4902.34	0.000484419	
4907.23	0.000484501	
4912.11	0.000483858	
4916.99	0.000482532	
4921.88	0.000482752	
4926.76	0.000482249	
4931.64	0.000481795	
4936.52	0.000481802	
4941.41	0.000480838	
4946.29	0.000480817	
4951.17	0.000480087	
4956.05	0.000479615	
4960.94	0.000479212	
4965.82	0.000477958	
4970.7	0.000478336	
4975.59	0.000477896	
4980.47	0.000477376	
4985.35	0.000476619	
4990.23	0.000476497	
4995.12	0.000476862	
5000	0.000475522	
5004.88	0.000474898	
5009.77	0.000474752	
5014.65	0.000474698	
5019.53	0.000473967	
5024.41	0.000472051	
5029.3	0.000473122	
5034.18	0.000472779	
5039.06	0.000472095	
5043.95	0.000472128	
5048.83	0.000471281	
5053.71	0.000471011	
5058.59	0.000470437	
5063.48	0.000469908	
5068.36	0.000469455	
5073.24	0.000469233	
5078.13	0.000468594	
5083.01	0.000467774	
5087.89	0.000467833	
5092.77	0.0004672	
5097.66	0.000466997	
5102.54	0.000466769	
5107.42	0.000466237	
5112.3	0.000465023	
5117.19	0.000465312	
5122.07	0.000464806	
5126.95	0.000464565	
5131.84	0.000464208	
5136.72	0.00046372	
5141.6	0.000463524	
5146.48	0.000462688	
5151.37	0.000462057	
5156.25	0.000461895	
5161.13	0.000461512	
5166.02	0.000461172	
5170.9	0.000461215	
5175.78	0.000460338	
5180.66	0.00045974	
5185.55	0.00045955	
5190.43	0.000459143	
5195.31	0.000458724	
5200.2	0.000458232	
5205.08	0.000457915	
5209.96	0.000457052	
5214.84	0.000457031	
5219.73	0.000456515	
5224.61	0.000456247	
5229.49	0.000455549	
5234.38	0.000455491	
5239.26	0.000454624	
5244.14	0.000454727	
5249.02	0.000454458	
5253.91	0.00045382	
5258.79	0.000452994	
5263.67	0.000453069	
5268.55	0.000453151	
5273.44	0.000452363	
5278.32	0.000452026	
5283.2	0.000451641	
5288.09	0.000451655	
5292.97	0.000450759	
5297.85	0.000450335	
5302.73	0.000449901	
5307.62	0.000448885	
5312.5	0.000449055	
5317.38	0.000449059	
5322.27	0.000448391	
5327.15	0.000448408	
5332.03	0.000447626	
5336.91	0.000447263	
5341.8	0.000446793	
5346.68	0.000446168	
5351.56	0.000446068	
5356.45	0.000445616	
5361.33	0.000445259	
5366.21	0.0004446	
5371.09	0.000444639	
5375.98	0.000443956	
5380.86	0.000443822	
5385.74	0.000443851	
5390.63	0.00044307	
5395.51	0.000442468	
5400.39	0.000442361	
5405.27	0.000441694	
5410.16	0.000441534	
5415.04	0.000440956	
5419.92	0.000440771	
5424.8	0.000440284	
5429.69	0.000439932	
5434.57	0.000439606	
5439.45	0.000439226	
5444.34	0.000439242	
5449.22	0.000438551	
5454.1	0.000438625	
5458.98	0.000437901	
5463.87	0.000436839	
5468.75	0.000437069	
5473.63	0.000436384	
5478.52	0.000436392	
5483.4	0.000435688	
5488.28	0.000435676	
5493.16	0.00043559	
5498.05	0.000434953	
5502.93	0.000434756	
5507.81	0.000434227	
5512.7	0.000434568	
5517.58	0.000433463	
5522.46	0.000432697	
5527.34	0.000432672	
5532.23	0.000432932	
5537.11	0.000431921	
5541.99	0.000431406	
5546.88	0.000431242	
5551.76	0.000431546	
5556.64	0.000430552	
5561.52	0.00043004	
5566.41	0.000429949	
5571.29	0.000429553	
5576.17	0.000429278	
5581.05	0.000428127	
5585.94	0.000428469	
5590.82	0.000427714	
5595.7	0.000427859	
5600.59	0.000427797	
5605.47	0.000427121	
5610.35	0.000426376	
5615.23	0.000426301	
5620.12	0.000425693	
5625	0.000425689	
5629.88	0.000424862	
5634.77	0.000425001	
5639.65	0.000424293	
5644.53	0.0004243	
5649.41	0.00042378	
5654.3	0.00042363	
5659.18	0.000423489	
5664.06	0.000422978	
5668.95	0.000422695	
5673.83	0.000422251	
5678.71	0.000421917	
5683.59	0.000421644	
5688.48	0.000421657	
5693.36	0.000420917	
5698.24	0.000420634	
5703.13	0.000420298	
5708.01	0.00041992	
5712.89	0.000419677	
5717.77	0.000418481	
5722.66	0.000418832	
5727.54	0.000418439	
5732.42	0.000418225	
5737.3	0.000418547	
5742.19	0.000417558	
5747.07	0.000417342	
5751.95	0.000416904	
5756.84	0.00041661	
5761.72	0.000416267	
