Frequency(Hz)	Channel 1(V)	
0.244629	0.000332172	
0.245117	0.000335573	
0.245605	0.000339031	
0.246094	0.000342539	
0.246582	0.000346084	
0.24707	0.00034966	
0.247559	0.000353257	
0.248047	0.000356866	
0.248535	0.00036048	
0.249023	0.000364091	
0.249512	0.00036769	
0.25	0.000371272	
0.250488	0.000374829	
0.250977	0.000378355	
0.251465	0.000381843	
0.251953	0.000385288	
0.252441	0.000388684	
0.25293	0.000392025	
0.253418	0.000395307	
0.253906	0.000398525	
0.254395	0.000401674	
0.254883	0.00040475	
0.255371	0.000407749	
0.255859	0.000410666	
0.256348	0.000413498	
0.256836	0.000416243	
0.257324	0.000418895	
0.257813	0.000421454	
0.258301	0.000423914	
0.258789	0.000426275	
0.259277	0.000428533	
0.259766	0.000430686	
0.260254	0.000432732	
0.260742	0.000434668	
0.26123	0.000436494	
0.261719	0.000438207	
0.262207	0.000439806	
0.262695	0.000441289	
0.263184	0.000442655	
0.263672	0.000443903	
0.26416	0.000445033	
0.264648	0.000446042	
0.265137	0.000446931	
0.265625	0.000447699	
0.266113	0.000448346	
0.266602	0.00044887	
0.26709	0.000449273	
0.267578	0.000449553	
0.268066	0.000449711	
0.268555	0.000449748	
0.269043	0.000449662	
0.269531	0.000449455	
0.27002	0.000449127	
0.270508	0.000448679	
0.270996	0.000448111	
0.271484	0.000447425	
0.271973	0.000446621	
0.272461	0.0004457	
0.272949	0.000444664	
0.273438	0.000443513	
0.273926	0.000442249	
0.274414	0.000440874	
0.274902	0.000439389	
0.275391	0.000437796	
0.275879	0.000436096	
0.276367	0.000434292	
0.276855	0.000432386	
0.277344	0.000430379	
0.277832	0.000428274	
0.27832	0.000426074	
0.278809	0.000423781	
0.279297	0.000421397	
0.279785	0.000418926	
0.280273	0.00041637	
0.280762	0.000413731	
0.28125	0.000411014	
0.281738	0.000408221	
0.282227	0.000405356	
0.282715	0.000402422	
0.283203	0.000399423	
0.283691	0.000396362	
0.28418	0.000393243	
0.284668	0.000390071	
0.285156	0.000386849	
0.285645	0.000383582	
0.286133	0.000380274	
0.286621	0.00037693	
0.287109	0.000373554	
0.287598	0.000370152	
0.288086	0.000366727	
0.288574	0.000363286	
0.289063	0.000359834	
0.289551	0.000356376	
0.290039	0.000352917	
0.290527	0.000349464	
0.291016	0.000346023	
0.291504	0.000342598	
0.291992	0.000339197	
0.29248	0.000335826	
0.292969	0.000332492	
0.293457	0.0003292	
0.293945	0.000325957	
0.294434	0.000322771	
0.294922	0.000319647	
0.29541	0.000316594	
0.295898	0.000313617	
0.296387	0.000310724	
0.296875	0.000307922	
0.297363	0.000305217	
0.297852	0.000302617	
0.29834	0.000300128	
0.298828	0.000297756	
0.299316	0.000295509	
0.299805	0.000293393	
0.300293	0.000291414	
0.300781	0.000289576	
0.30127	0.000287887	
0.301758	0.000286351	
0.302246	0.000284972	
0.302734	0.000283756	
0.303223	0.000282705	
0.303711	0.000281823	
0.304199	0.000281113	
0.304688	0.000280576	
0.305176	0.000280215	
0.305664	0.000280031	
0.306152	0.000280023	
0.306641	0.000280191	
0.307129	0.000280535	
0.307617	0.000281053	
0.308105	0.000281743	
0.308594	0.000282602	
0.309082	0.000283628	
0.30957	0.000284815	
0.310059	0.000286161	
0.310547	0.000287661	
0.311035	0.000289309	
0.311523	0.0002911	
0.312012	0.000293029	
0.3125	0.000295089	
0.312988	0.000297274	
0.313477	0.000299578	
0.313965	0.000301995	
0.314453	0.000304517	
0.314941	0.000307138	
0.31543	0.00030985	
0.315918	0.000312648	
0.316406	0.000315524	
0.316895	0.000318472	
0.317383	0.000321485	
0.317871	0.000324555	
0.318359	0.000327677	
0.318848	0.000330844	
0.319336	0.00033405	
0.319824	0.000337288	
0.320313	0.000340553	
0.320801	0.000343838	
0.321289	0.000347137	
0.321777	0.000350446	
0.322266	0.000353757	
0.322754	0.000357067	
0.323242	0.00036037	
0.32373	0.000363661	
0.324219	0.000366934	
0.324707	0.000370186	
0.325195	0.000373412	
0.325684	0.000376607	
0.326172	0.000379767	
0.32666	0.000382888	
0.327148	0.000385966	
0.327637	0.000388998	
0.328125	0.000391979	
0.328613	0.000394906	
0.329102	0.000397775	
0.32959	0.000400584	
0.330078	0.000403329	
0.330566	0.000406007	
0.331055	0.000408616	
0.331543	0.000411152	
0.332031	0.000413612	
0.33252	0.000415996	
0.333008	0.000418299	
0.333496	0.00042052	
0.333984	0.000422656	
0.334473	0.000424706	
0.334961	0.000426667	
0.335449	0.000428537	
0.335938	0.000430315	
0.336426	0.000431999	
0.336914	0.000433588	
0.337402	0.00043508	
0.337891	0.000436473	
0.338379	0.000437766	
0.338867	0.000438958	
0.339355	0.000440049	
0.339844	0.000441036	
0.340332	0.000441919	
0.34082	0.000442697	
0.341309	0.00044337	
0.341797	0.000443936	
0.342285	0.000444395	
0.342773	0.000444747	
0.343262	0.000444991	
0.34375	0.000445127	
0.344238	0.000445155	
0.344727	0.000445073	
0.345215	0.000444884	
0.345703	0.000444585	
0.346191	0.000444178	
0.34668	0.000443662	
0.347168	0.000443038	
0.347656	0.000442306	
0.348145	0.000441467	
0.348633	0.00044052	
0.349121	0.000439467	
0.349609	0.000438308	
0.350098	0.000437044	
0.350586	0.000435676	
0.351074	0.000434204	
0.351563	0.00043263	
0.352051	0.000430955	
0.352539	0.000429179	
0.353027	0.000427305	
0.353516	0.000425333	
0.354004	0.000423264	
0.354492	0.000421101	
0.35498	0.000418845	
0.355469	0.000416497	
0.355957	0.000414059	
0.356445	0.000411534	
0.356934	0.000408923	
0.357422	0.000406228	
0.35791	0.000403452	
0.358398	0.000400596	
0.358887	0.000397663	
0.359375	0.000394656	
0.359863	0.000391577	
0.360352	0.000388429	
0.36084	0.000385214	
0.361328	0.000381936	
0.361816	0.000378598	
0.362305	0.000375202	
0.362793	0.000371753	
0.363281	0.000368253	
0.36377	0.000364707	
0.364258	0.000361117	
0.364746	0.000357488	
0.365234	0.000353825	
0.365723	0.00035013	
0.366211	0.000346408	
0.366699	0.000342665	
0.367188	0.000338903	
0.367676	0.000335129	
0.368164	0.000331348	
0.368652	0.000327564	
0.369141	0.000323783	
0.369629	0.00032001	
0.370117	0.000316252	
0.370605	0.000312513	
0.371094	0.000308801	
0.371582	0.000305121	
0.37207	0.000301481	
0.372559	0.000297885	
0.373047	0.000294343	
0.373535	0.000290859	
0.374023	0.000287443	
0.374512	0.0002841	
0.375	0.000280838	
0.375488	0.000277665	
0.375977	0.000274588	
0.376465	0.000271616	
0.376953	0.000268755	
0.377441	0.000266013	
0.37793	0.000263398	
0.378418	0.000260917	
0.378906	0.000258578	
0.379395	0.000256387	
0.379883	0.000254352	
0.380371	0.000252479	
0.380859	0.000250774	
0.381348	0.000249243	
0.381836	0.000247892	
0.382324	0.000246724	
0.382813	0.000245744	
0.383301	0.000244955	
0.383789	0.000244361	
0.384277	0.000243963	
0.384766	0.000243762	
0.385254	0.00024376	
0.385742	0.000243955	
0.38623	0.000244346	
0.386719	0.000244933	
0.387207	0.000245712	
0.387695	0.000246681	
0.388184	0.000247835	
0.388672	0.000249169	
0.38916	0.00025068	
0.389648	0.00025236	
0.390137	0.000254205	
0.390625	0.000256207	
0.391113	0.00025836	
0.391602	0.000260657	
0.39209	0.000263089	
0.392578	0.000265651	
0.393066	0.000268334	
0.393555	0.00027113	
0.394043	0.000274033	
0.394531	0.000277032	
0.39502	0.000280123	
0.395508	0.000283295	
0.395996	0.000286543	
0.396484	0.000289858	
0.396973	0.000293234	
0.397461	0.000296662	
0.397949	0.000300137	
0.398438	0.000303651	
0.398926	0.000307197	
0.399414	0.000310769	
0.399902	0.000314362	
0.400391	0.000317968	
0.400879	0.000321582	
0.401367	0.000325198	
0.401855	0.000328811	
0.402344	0.000332415	
0.402832	0.000336005	
0.40332	0.000339577	
0.403809	0.000343124	
0.404297	0.000346644	
0.404785	0.000350131	
0.405273	0.000353582	
0.405762	0.000356991	
0.40625	0.000360355	
0.406738	0.00036367	
0.407227	0.000366933	
0.407715	0.00037014	
0.408203	0.000373288	
0.408691	0.000376373	
0.40918	0.000379392	
0.409668	0.000382343	
0.410156	0.000385222	
0.410645	0.000388026	
0.411133	0.000390754	
0.411621	0.000393402	
0.412109	0.000395969	
0.412598	0.000398451	
0.413086	0.000400847	
0.413574	0.000403155	
0.414063	0.000405373	
0.414551	0.000407498	
0.415039	0.00040953	
0.415527	0.000411466	
0.416016	0.000413305	
0.416504	0.000415046	
0.416992	0.000416687	
0.41748	0.000418227	
0.417969	0.000419664	
0.418457	0.000420998	
0.418945	0.000422228	
0.419434	0.000423353	
0.419922	0.000424372	
0.42041	0.000425284	
0.420898	0.000426089	
0.421387	0.000426786	
0.421875	0.000427376	
0.422363	0.000427856	
0.422852	0.000428228	
0.42334	0.000428491	
0.423828	0.000428646	
0.424316	0.000428691	
0.424805	0.000428628	
0.425293	0.000428456	
0.425781	0.000428176	
0.42627	0.000427788	
0.426758	0.000427293	
0.427246	0.000426692	
0.427734	0.000425985	
0.428223	0.000425172	
0.428711	0.000424256	
0.429199	0.000423236	
0.429688	0.000422115	
0.430176	0.000420892	
0.430664	0.00041957	
0.431152	0.00041815	
0.431641	0.000416634	
0.432129	0.000415022	
0.432617	0.000413318	
0.433105	0.000411522	
0.433594	0.000409636	
0.434082	0.000407664	
0.43457	0.000405607	
0.435059	0.000403467	
0.435547	0.000401247	
0.436035	0.000398949	
0.436523	0.000396577	
0.437012	0.000394132	
0.4375	0.000391619	
0.437988	0.000389039	
0.438477	0.000386397	
0.438965	0.000383696	
0.439453	0.000380939	
0.439941	0.000378131	
0.44043	0.000375274	
0.440918	0.000372373	
0.441406	0.000369433	
0.441895	0.000366457	
0.442383	0.000363449	
0.442871	0.000360416	
0.443359	0.000357361	
0.443848	0.00035429	
0.444336	0.000351207	
0.444824	0.000348118	
0.445313	0.000345029	
0.445801	0.000341945	
0.446289	0.000338873	
0.446777	0.000335817	
0.447266	0.000332784	
0.447754	0.000329782	
0.448242	0.000326815	
0.44873	0.000323891	
0.449219	0.000321016	
0.449707	0.000318198	
0.450195	0.000315442	
0.450684	0.000312757	
0.451172	0.000310149	
0.45166	0.000307626	
0.452148	0.000305194	
0.452637	0.00030286	
0.453125	0.000300632	
0.453613	0.000298516	
0.454102	0.00029652	
0.45459	0.000294649	
0.455078	0.000292911	
0.455566	0.000291311	
0.456055	0.000289856	
0.456543	0.00028855	
0.457031	0.000287399	
0.45752	0.000286408	
0.458008	0.000285581	
0.458496	0.000284922	
0.458984	0.000284433	
0.459473	0.000284118	
0.459961	0.000283979	
0.460449	0.000284017	
0.460938	0.000284232	
0.461426	0.000284626	
0.461914	0.000285197	
0.462402	0.000285945	
0.462891	0.000286868	
0.463379	0.000287963	
0.463867	0.000289228	
0.464355	0.00029066	
0.464844	0.000292254	
0.465332	0.000294005	
0.46582	0.00029591	
0.466309	0.000297963	
0.466797	0.000300158	
0.467285	0.00030249	
0.467773	0.000304952	
0.468262	0.000307537	
0.46875	0.00031024	
0.469238	0.000313053	
0.469727	0.00031597	
0.470215	0.000318984	
0.470703	0.000322086	
0.471191	0.000325272	
0.47168	0.000328532	
0.472168	0.000331861	
0.472656	0.000335252	
0.473145	0.000338697	
0.473633	0.00034219	
0.474121	0.000345723	
0.474609	0.000349291	
0.475098	0.000352887	
0.475586	0.000356504	
0.476074	0.000360136	
0.476563	0.000363777	
0.477051	0.000367421	
0.477539	0.000371063	
0.478027	0.000374696	
0.478516	0.000378315	
0.479004	0.000381914	
0.479492	0.000385489	
0.47998	0.000389034	
0.480469	0.000392545	
0.480957	0.000396016	
0.481445	0.000399443	
0.481934	0.000402821	
0.482422	0.000406147	
0.48291	0.000409415	
0.483398	0.000412622	
0.483887	0.000415764	
0.484375	0.000418836	
0.484863	0.000421836	
0.485352	0.00042476	
0.48584	0.000427604	
0.486328	0.000430365	
0.486816	0.00043304	
0.487305	0.000435625	
0.487793	0.000438119	
0.488281	0.000440517	
0.48877	0.000442818	
0.489258	0.000445019	
0.489746	0.000447117	
0.490234	0.00044911	
0.490723	0.000450996	
0.491211	0.000452773	
0.491699	0.000454438	
0.492188	0.000455991	
0.492676	0.000457428	
0.493164	0.000458748	
0.493652	0.000459951	
0.494141	0.000461034	
0.494629	0.000461995	
0.495117	0.000462835	
0.495605	0.000463551	
0.496094	0.000464143	
0.496582	0.00046461	
0.49707	0.00046495	
0.497559	0.000465164	
0.498047	0.000465251	
0.498535	0.00046521	
0.499023	0.00046504	
0.499512	0.000464743	
0.5	0.000464316	
0.500488	0.000463762	
0.500977	0.000463078	
0.501465	0.000462267	
0.501953	0.000461328	
0.502441	0.000460261	
0.50293	0.000459067	
0.503418	0.000457747	
0.503906	0.000456301	
0.504395	0.000454731	
0.504883	0.000453038	
0.505371	0.000451222	
0.505859	0.000449285	
0.506348	0.000447228	
0.506836	0.000445053	
0.507324	0.000442762	
0.507813	0.000440356	
0.508301	0.000437838	
0.508789	0.000435209	
0.509277	0.000432473	
0.509766	0.00042963	
0.510254	0.000426684	
0.510742	0.000423638	
0.51123	0.000420494	
0.511719	0.000417255	
0.512207	0.000413925	
0.512695	0.000410508	
0.513184	0.000407006	
0.513672	0.000403424	
0.51416	0.000399765	
0.514648	0.000396034	
0.515137	0.000392235	
0.515625	0.000388373	
0.516113	0.000384453	
0.516602	0.00038048	
0.51709	0.000376458	
0.517578	0.000372394	
0.518066	0.000368294	
0.518555	0.000364164	
0.519043	0.000360009	
0.519531	0.000355837	
0.52002	0.000351655	
0.520508	0.00034747	
0.520996	0.000343289	
0.521484	0.00033912	
0.521973	0.000334972	
0.522461	0.000330853	
0.522949	0.000326772	
0.523438	0.000322738	
0.523926	0.00031876	
0.524414	0.000314848	
0.524902	0.000311012	
0.525391	0.000307262	
0.525879	0.00030361	
0.526367	0.000300064	
0.526855	0.000296637	
0.527344	0.000293339	
0.527832	0.000290181	
0.52832	0.000287175	
0.528809	0.000284331	
0.529297	0.00028166	
0.529785	0.000279173	
0.530273	0.00027688	
0.530762	0.000274791	
0.53125	0.000272915	
0.531738	0.000271262	
0.532227	0.000269838	
0.532715	0.000268652	
0.533203	0.00026771	
0.533691	0.000267017	
0.53418	0.000266577	
0.534668	0.000266394	
0.535156	0.00026647	
0.535645	0.000266805	
0.536133	0.000267399	
0.536621	0.000268251	
0.537109	0.000269358	
0.537598	0.000270715	
0.538086	0.000272318	
0.538574	0.000274162	
0.539063	0.000276238	
0.539551	0.00027854	
0.540039	0.000281059	
0.540527	0.000283787	
0.541016	0.000286712	
0.541504	0.000289826	
0.541992	0.000293118	
0.54248	0.000296578	
0.542969	0.000300194	
0.543457	0.000303956	
0.543945	0.000307853	
0.544434	0.000311874	
0.544922	0.000316008	
0.54541	0.000320245	
0.545898	0.000324573	
0.546387	0.000328984	
0.546875	0.000333465	
0.547363	0.000338009	
0.547852	0.000342604	
0.54834	0.000347242	
0.548828	0.000351914	
0.549316	0.00035661	
0.549805	0.000361322	
0.550293	0.000366042	
0.550781	0.000370762	
0.55127	0.000375474	
0.551758	0.000380171	
0.552246	0.000384845	
0.552734	0.000389489	
0.553223	0.000394097	
0.553711	0.000398662	
0.554199	0.000403178	
0.554688	0.00040764	
0.555176	0.00041204	
0.555664	0.000416373	
0.556152	0.000420635	
0.556641	0.00042482	
0.557129	0.000428923	
0.557617	0.000432939	
0.558105	0.000436863	
